ValgstedId,Husstandsindkomster fordelt på afstemningsområder_100.000 - 149.999 kr,Husstandsindkomster fordelt på afstemningsområder_150.000 - 199.999 kr.,Husstandsindkomster fordelt på afstemningsområder_200.000 - 299.999 kr.,Husstandsindkomster fordelt på afstemningsområder_300.000 - 399.999 kr.,Husstandsindkomster fordelt på afstemningsområder_400.000 - 499.999 kr.,Husstandsindkomster fordelt på afstemningsområder_50%-percentil for husstandsindkomst,Husstandsindkomster fordelt på afstemningsområder_500.000 - 749.999 kr.,Husstandsindkomster fordelt på afstemningsområder_750.000 kr.-,Husstandsindkomster fordelt på afstemningsområder_80%-percentil for husstandsindkomst,Husstandsindkomster fordelt på afstemningsområder_Antal husstande i alt,Husstandsindkomster fordelt på afstemningsområder_Bruttoindkomst for de 20% der tjener mest,Husstandsindkomster fordelt på afstemningsområder_Bruttoindkomst for de 50% der tjener mest,Husstandsindkomster fordelt på afstemningsområder_Husstandenes formuesum,Husstandsindkomster fordelt på afstemningsområder_Husstandenes indkomstbruttosum,Husstandsindkomster fordelt på afstemningsområder_Sum af formue for de 20% der tjener mest,Husstandsindkomster fordelt på afstemningsområder_Sum af formue for de 50% der tjener mest,Husstandsindkomster fordelt på afstemningsområder_Under 100.000 kr.
751063,285,417,1490,976,737,344215,937,947,637375,6291,1246682226,2122354892,6889902289,2779041315,3667426904,5788046319,502
751064,188,275,872,530,431,404213,621,995,854212,4057,1019971299,1733430221,7226694870,2226272438,3493074688,5968777065,145
751065,57,118,603,573,527,518214,794,1316,983801,4072,1149116840,2033573872,11481385755,2694710753,4276821536,8427736023,84
751066,66,110,479,325,289,563042,494,1144,1236817,2984,1472517688,2230089408,11230100533,2693170699,4176485178,8576776241,77
751067,286,313,646,513,410,338538,492,539,639410,3515,726686180,1213208882,3995377638,1547973388,2240966568,3380092488,316
751068,33,79,456,309,199,387206,310,324,728647,1725,383034986,658197189,2551314386,888319394,1176150565,2067104498,15
756001,6,53,207,160,129,490653,226,326,846479,1125,259193981,483113970,2608857020,649581231,874249108,1763624997,18
756002,12,11,63,65,55,546395,95,153,909531,463,111265212,212384757,1049211919,288039216,342078892,653367862,9
756003,15,56,253,169,125,445467,237,266,812024,1134,260504452,467731846,2395866737,625692125,804092375,1609118885,13
756004,3,25,80,79,55,465250,107,110,811473,466,109457044,197599917,956226694,266623461,306828561,656218100,7
756005,47,157,737,560,400,504596,771,1205,893875,3918,1019893709,1834798305,8367573530,2434073400,2938307697,5844239845,41
756006,4,17,43,63,40,552754,109,110,890143,392,93583181,175187794,887180939,241121681,294017919,601224903,6
756007,142,361,1470,1227,860,454408,1455,2043,846794,7702,1945286612,3416406495,15384924040,4509941318,5423194400,10745407093,144
756008,3,17,51,52,51,595689,106,153,953432,436,133873382,233365981,1104014934,312940244,399913378,692314774,3
756009,17,73,289,249,150,501119,357,445,865355,1599,388390842,710081486,3482388974,948079953,1158080523,2264986757,19
756010,20,44,149,196,160,535649,276,407,883219,1265,292423642,561408794,2799295658,775697524,918247369,1762853687,13
760001,40.36,124.74,581.44,384.34,267.20,890535.25,524.19,585.06,1436632.42,2531.14,576912611.82,1032603681.59,5093056356.53,1386428147.26,1833944469.78,3602217346.11,23.81
760002,6,21,80,88,77,517889,134,169,870120,584,163370159,282432466,1736263899,372203826,488203564,1038346887,9
760004,4.88,29.86,93.58,69.25,55.53,535999.22,112.69,111.73,907155.14,483.55,115256694.84,204689286.15,1048374791.20,275046273.31,367951930.44,712050722.33,6.04
760007,11.76,60.40,176.99,148.40,111.27,1182330.53,227.12,282.20,2014141.44,1029.31,263476279.33,466699738.26,2115698416.27,622180789.43,774284912.78,1458828010.55,11.16
760010,12,75,309,193,161,494007,307,441,889954,1522,402946124,712806020,3586626895,924926317,1193438069,2437047800,24
760012,5,19,74,75,72,569215,89,209,1017500,547,179124532,307420572,1633839313,401314630,520458966,1026312744,4
760014,63,164,1108,723,514,432813,781,1190,853447,4592,1193164083,2045423720,11015764181,2686801375,3812876808,8040827419,49
760016,6,31,83,101,66,552673,150,192,873099,636,185097256,319581752,1307439019,411501860,425379191,823146325,7
760021,12,47,171,149,108,1056891,216,279,1798488,987,282508599,479981053,2065512729,634074413,725763220,1374117751,8
760022,11,72,172,135,115,992312,229,285,1723572,1037,255220259,462331508,2429178353,609874916,787428539,1560076769,18
760024,46,172,893,623,461,432489,667,998,838474,3917,961355838,1680747562,8047494378,2214394996,2892027352,5756550422,57
760025,5,36,102,80,54,495205,122,159,853602,568,144811988,259849011,1146002316,342901489,379946203,710160762,10
760027,9,53,131,118,131,1127707,219,351,1791656,1025,264619824,492127762,2276325196,661713998,746875128,1518552287,13
760028,2,20,77,53,59,571226,123,165,929728,503,138082707,249059001,1344124107,336024581,434931893,845775728,4
760030,30,132,516,372,232,442642,408,618,838921,2321,531542920,968726675,5093882101,1290138464,1723599235,3567548403,13
760032,6,27,103,83,69,1027405,160,153,1607937,611,144411080,264093168,1194297240,361698452,415988316,767018120,12
760033,8,45,140,141,97,578825,243,356,911706,1036,252987735,483732998,2246190341,663939357,730460496,1394799294,6
760035,11,77,267,220,186,1121817,345,533,1819522,1655,458405113,812381425,3476161693,1069677502,1243379530,2317874228,17
766001,25,128,645,482,345,583330,674,1460,1022751,3791,1131531043,2040214487,9053443737,2681758065,3088970811,6073087548,32
766002,19,72,352,264,197,517053,400,565,871314,1884,444198715,837051101,3531899805,1133336941,1239663488,2370514121,15
766003,5,30,90,83,75,654193,227,317,941901,833,247436116,443947969,2056514074,609223171,674311904,1250311159,6
766004,6,10,80,66,80,664348,151,282,1024864,683,206435297,377103377,1760278991,512409872,565364792,1118014524,8
766005,2,14,26,27,27,611430,85,78,865926,259,67864864,124738898,599519668,174850980,175705213,336053134,2
766006,1,18,46,77,53,640606,132,213,939402,543,143014742,270150476,1294336126,377639216,397116235,770023629,3
766007,28,111,587,427,297,987717,464,639,1716247,2572,685730232,1150856898,6070271818,1519225849,2092263107,4241443456,19
766010,4,18,96,105,93,562030,163,240,900285,725,173248214,330857330,1475097980,456865773,441283046,939735591,6
766011,1,16,55,90,64,646104,145,235,981526,612,161324979,307070498,1423483719,426777463,431915017,874739592,6
766012,17,52,210,115,95,463973,180,242,859271,919,210276462,385690829,1727065770,515206907,608703013,1230919633,8
766013,6,19,93,105,95,580005,184,271,968428,773,241897082,419163421,1723578022,563485257,561906521,1091385245,3
766014,9,21,84,85,77,567775,141,213,918604,637,180778189,321517963,1265454545,429906235,387433433,795257181,7
766015,2,42,142,124,115,571256,237,337,943933,1004,275824120,500290416,2543474592,677421305,770957464,1500524836,5
766017,3,45,168,147,122,1820219,233,439,2838980,1165,312749057,581289939,2679229994,787185579,862449664,1720762570,8
766020,4,21,94,97,95,622754,188,292,948350,795,204216594,389080204,1974107762,539744648,607887518,1194572370,4
766021,15,72,343,239,158,437621,278,392,820945,1510,359133093,644132989,2537695763,857921247,881867400,1779203715,13
766022,9,34,158,78,83,499169,140,221,895266,724,167928087,319335730,1304411781,429969573,435595559,879686173,1
766023,5,18,53,67,67,1175107,128,190,1768100,532,132298350,253795886,1124760940,353239543,333722565,728050355,4
766024,4,6,48,52,52,605059,108,149,903874,419,104120798,198639870,856717382,280225526,228211488,493445313,3
773001,7,59,128,133,81,799041,129,125,1475302,672,169550869,280240671,1414441033,364089827,497633505,943734837,10
773002,17.91,133.16,291.67,312.85,215.92,3771223.61,451.31,501.24,6168982.56,1931.34,455006751.94,834934686.59,3985440981.52,1131660919.98,1305695110.71,2585191101.54,11.06
773003,9.49,77.69,189.75,193.35,114.77,1815463.28,255.66,311.74,3000190.91,1171.57,266995734.10,495428593.58,2447443543.96,665760408.59,833577234.12,1662025448.71,20.61
773004,8,74,190,138,106,1330838,208,203,2314165,938,202181089,371409588,1815190448,498414778,584737721,1182410445,11
773005,122.60,304.15,1505.58,895.79,543.31,812442.11,873.04,877.02,1358907.54,5232.09,1132494250.96,1913281411.82,8857045253.52,2553339072.43,3504149122.17,6790998127.74,111.33
779020,5,24,92,69,41,416959,80,88,778251,404,92787750,163091234,974296259,218023079,304928864,666224673,5
779021,261,422,2810,1928,1257,1809170,1890,2464,3191103,11319,2580470834,4492508073,19935024202,6008508516,7697106924,14845809420,287
779022,17,112,382,346,261,1002637,511,734,1756509,2384,609934555,1108749414,5716188465,1492825145,1874052978,3601515808,21
779023,11,65,293,212,166,1637988,364,460,2568193,1577,413118866,737018152,3219471095,992040536,1128205212,2162806359,6
779024,24,79,345,285,190,1830739,398,397,3133334,1736,394112033,713490726,3170791934,966223565,1118745440,2139209308,22
779025,22,91,360,223,179,873700,309,368,1572169,1559,376601764,659160294,3208593694,869507116,1132646909,2245170176,7
779026,24,99,362,290,194,903080,364,426,1583632,1768,405243003,733477894,3292679835,979229321,1178709359,2282858815,9
779027,14,79,276,245,169,905472,327,335,1567467,1464,333876310,600078714,3019255974,808308565,1043278847,2029453171,19
787001,185.70,388.80,1713.05,1182.86,802.49,1608689.69,1273.08,1677.23,2759187.06,7402.36,1742979073.71,3014588922.32,14012572302.88,3994796084.13,5419562606.07,10202959088.45,179.15
787002,23.10,107.16,298.75,238.61,176.30,1498646.32,361.06,408.78,2411120.63,1629.13,355945702.43,665701305.67,3252105810.35,902056884.22,1047119773.00,2117968707.58,15.37
787003,27.24,156.68,534.57,322.88,213.23,768437.94,391.02,440.89,1436394.24,2114.09,478925336.75,834700011.71,3889386025.06,1108226322.85,1338195951.67,2783263079.82,27.59
787004,18.59,71.91,286.15,215.47,154.55,878388.65,304.5,306.65,1511061.51,1375.35,319694059.22,567350988.55,2327002512.96,758532649.49,799149501.26,1626647282.70,17.53
787005,17.79,63.88,228.57,160.25,159.13,1827695.25,299.32,378.92,2916463.35,1320.70,315863438.51,589184501.48,2858974044.72,800704443.75,930993379.99,1809777429.47,12.85
787006,5,30,103,79,67,442134,109,110,777684,510,114038365,205513015,1092669361,275013898,378411793,747350115,7
787007,12.59,55.29,168.53,141.58,97.13,527092.98,199.32,208.39,929985.84,893.10,214915080.76,379864520.44,1854972255.70,506356252.76,658217749.43,1266743980.82,10.27
787008,17.13,54.73,185.67,142.92,104.33,409722.36,183.60,196.85,749559.47,898.55,205632390.04,365562155.44,1720420754.96,487650679.19,660006920.97,1219541605.72,13.33
787009,4.46,27.11,109.70,98.29,64.78,663656.60,174.65,237.30,1032100.63,720.46,176630772.64,334168230.34,1633404498.44,457298709.42,527406816.75,1017473317.83,4.18
787010,15,47,132,79,46,816455,116,144,1574520,588,133683452,243056222,1192309677,318758703,454962146,873513732,9
787011,2.87,22.49,85.59,88.50,45.07,615335.13,96.41,114.63,1098857.24,457.93,99888181.48,187392002.24,939477952.22,254916386.40,267942747.02,613616114.38,2.37
787012,8.04,63.30,225.23,143.63,121.31,991665.72,213.06,242.87,1639145.45,1028.26,222731814.44,411088051.40,2013262897.28,553701451.21,632569887.93,1336858023.65,10.81
787013,6.49,32.67,127.19,74.01,52.67,476523.35,97.99,135.49,878550.57,533.08,136855136.01,235790591.39,1056818398.44,307890751.60,363449238.91,712254677.58,6.56
787014,4,25,64,56,49,669339,118,216,960002,535,177429681,307280753,1412752186,408002754,431121913,833710533,3
787015,6,24,73,68,48,510412,105,143,875399,481,122708043,220637141,1057938036,293631637,312017551,672999890,14
791001,17,67,291,220,194,457122,309,376,825899,1496,329457468,610879369,2917738523,831103513,998682448,1981251270,22
791002,5,24,132,150,147,681291,318,617,1065305,1399,463576136,827235027,4511835222,1122566358,1315095271,2710613684,6
791003,25,50,368,276,225,440747,371,330,747268,1661,353027096,643779675,3089318336,884826069,1151925720,2214269876,16
791004,13,40,228,210,155,588390,315,541,952486,1510,404498405,752224334,3739747727,1014728196,1183075083,2364590773,8
791005,9,38,137,130,111,563005,264,308,870766,1008,233631091,449808179,2188801957,607285932,643676224,1377178271,11
791006,16,105,256,199,160,501261,324,429,857830,1498,364990906,669992810,3121599833,896504526,966978353,2019951373,9
791007,7,32,154,151,112,523958,239,276,851764,981,235146565,435955760,2239413988,597076793,699476570,1414176544,10
791008,479,692,3532,2391,1766,398583,2502,3363,787497,15308,3616273458,6180065698,26134376660,8103000837,10932514768,20676790249,583
791009,47,211,911,683,546,983338,928,1299,1725618,4673,1120345110,2042512422,9935149170,2742771020,3429021926,6793761515,48
791011,15,52,143,148,120,532765,260,297,868578,1042,245913121,460988730,2377265874,630236313,725651055,1436274259,7
791012,19,90,383,304,211,503503,433,623,868378,2095,519942888,950840187,4417332045,1267590992,1457495239,2860313091,32
791013,43,151,949,782,672,544925,1143,2085,1001646,5932,1820254221,3171234684,16380970005,4160521361,5701237029,11613908532,107
791014,5,55,219,205,159,578502,351,530,920412,1532,379886822,723877430,3820206274,994353274,1167069640,2482201341,8
791015,14,49,236,192,178,531448,362,438,881665,1480,406378623,714402143,3086754749,960313321,1066661124,2033032352,11
791016,17,73,278,280,233,471491,357,426,836778,1686,407932407,727345122,3717361902,980364125,1241533771,2482672446,22
791017,10,72,237,196,155,513358,331,400,849453,1422,345494608,634861636,3253955407,855758661,1106883659,2180423776,21
810001,5,15,80,72,35,418822,77,96,794087,394,78314541,150694377,642080052,203380349,221354797,446347492,14
810002,15,58,225,156,97,387358,170,175,741616,909,199835742,348408535,1574295211,463549574,593346630,1129583732,13
810003,22,137,452,323,252,477616,459,669,852192,2343,570263789,1041278742,4629719783,1384031614,1514452143,3135190701,29
810004,5,33,83,96,79,490866,133,159,831815,594,140441652,256375206,1116068193,350690399,369208580,720399138,6
810005,11,63,348,275,205,556100,361,717,950868,1996,518764524,972516102,4597308008,1294636713,1400237950,2798677001,16
810006,8,28,138,129,87,531264,167,271,889073,842,219481575,401283321,1725873831,535259874,508797606,1094452189,14
810010,102,293,1598,1110,704,397943,1079,1395,779795,6378,1445732904,2522067065,10515761198,3362751324,3841318823,7785622254,97
810034,5,10,41,43,27,536449,65,86,893155,281,68498352,128363808,525501219,170105650,170441564,331944729,4
810040,1,27,58,81,64,553987,99,173,904322,507,136742462,247526853,1109396198,334417471,356526435,686113238,4
810050,4,23,83,82,78,597611,151,237,939190,665,167220706,318218551,1349808687,415559586,431843205,865213987,7
810056,3,16,55,36,33,473583,56,79,852725,284,67727299,124595405,556302607,165196425,185206509,380814827,6
810070,15,65,189,143,128,492835,263,271,799505,1089,249246027,460820228,2047736297,614114944,695472854,1342338993,15
810080,4,9,56,55,46,533437,89,108,859810,369,101348185,178089436,762958408,238178941,289943681,484956951,6
813001,54,211,1079,699,430,398486,758,893,778993,4178,997498303,1706314172,9089858919,2255884887,3043342663,6494276213,54
813002,4,52,200,147,111,425284,185,191,760399,907,195191793,354207863,1884912506,478520387,598768951,1289263790,17
813003,3,15,81,78,51,456285,103,92,778894,427,92785742,171403042,993155230,236480454,311986534,655732727,4
813004,3,18,93,111,69,577372,179,226,865203,702,156380163,308025512,1476098883,433876756,423845407,851318552,3
813005,10,52,208,175,129,491507,228,337,869191,1144,288298124,521827957,2446862681,699850510,766118608,1599069050,5
813006,307,573,3334,2138,1412,1164288,2118,2242,2175745,12438,2515887931,4451469778,17983765872,6016154414,7146206803,13713971821,314
813007,9,35,109,113,94,539007,202,236,869732,806,207749482,374833066,1831248114,504694028,600925448,1168400344,8
813008,7,18,77,108,84,642376,193,341,1037713,832,262907781,471232902,2391061321,629177417,710497635,1468082846,4
813009,32,180,1118,798,587,987258,864,1196,1742517,4814,1131415263,2013598787,10669632746,2699925030,3374810642,7527249518,39
813010,11,33,112,85,57,423069,110,110,757066,525,109828414,200928603,875506246,272019931,335401535,636729301,7
813011,4,16,50,57,44,491220,90,87,789730,357,88837040,158718466,832110510,213330287,243401672,497743439,9
813012,7,24,61,47,43,455028,74,75,789027,343,85325073,147613170,621022961,190466779,250275611,407176510,12
813013,6,48,159,156,103,1389883,188,212,2425880,884,200922067,366598417,1763286349,496354791,493140880,1139039667,13
813014,4,18,49,49,58,458090,67,70,800965,318,80496713,138417984,598520469,184998472,158172298,351445841,3
813015,20,72,223,150,99,968162,215,253,1602335,1045,229028923,422318972,1835071530,564986570,647026800,1278870942,13
820001,26,130,451,278,217,421262,385,409,762198,1916,411153765,742685311,3161099220,992274652,1083408885,2231550452,20
820002,28,124,518,383,251,431768,467,524,785351,2324,525886909,943220073,4114860008,1252371590,1389484391,2879367553,29
820003,7,20,56,54,44,443383,83,75,768950,353,77461396,142414056,722005259,187740475,207828145,456508703,14
820004,57,203,999,711,466,439730,844,1149,845160,4502,1091611179,1940444620,9047291346,2567842729,3091049265,6389608343,73
820005,6,47,139,126,86,440961,174,165,777252,757,160619221,296275720,1625730916,399312240,555702523,1067700223,14
820006,4,16,47,59,50,603253,125,150,857160,458,114349497,215705730,840723988,297956398,266680433,510700757,7
820007,9,47,165,137,107,449910,191,192,785744,857,197387875,354603166,1672204409,478194418,580600835,1145720191,9
820008,7,40,157,112,101,482652,200,200,796581,830,179111544,336190748,1375393714,459349691,484409395,967087669,13
820009,2,24,88,85,64,461208,119,112,773555,499,113446179,206968309,936702990,282190700,303897460,616100288,5
820010,48,125,700,457,311,381935,433,472,714432,2588,581052103,984098707,4456182215,1300964985,1685955963,3325495673,42
820011,16,68,178,128,97,414781,169,180,769232,855,180646529,326130444,1542284302,437001641,563403563,1088494797,19
820012,5,30,87,84,54,541773,142,166,853607,575,148685849,267272636,1144197710,358904949,406772681,753051123,7
820013,12,43,88,77,56,406719,82,99,760430,463,112542439,191258379,827456055,249540940,317334969,568163883,6
820014,6,12,49,57,36,551726,74,115,887995,352,81965692,159186940,713355723,217706710,247145357,456341565,3
825015,11,94,272,164,110,351370,174,152,658110,994,188678305,334320576,1969353542,452945705,645432263,1341904818,17
840001,30,152,570,456,392,647178,732,1749,1038141,4119,1169556743,2212151629,10082762131,2961291489,3264054008,6391802157,38
840002,14,73,256,244,194,589043,327,733,1063799,1856,599954925,1057082653,5373484454,1380275971,1877454320,3581732013,15
840003,8,53,232,145,124,474864,227,283,826458,1079,248269045,457496325,2084280030,616040826,730818776,1447759731,7
840004,6,56,192,154,152,525817,304,343,848757,1220,297352478,547882034,2496771103,746767612,740853246,1555111065,13
840005,18,63,247,182,130,486674,275,368,846182,1302,352294323,616228504,2547538144,803903001,795952231,1680532733,19
840006,5,26,94,94,75,504893,124,182,895649,606,143221854,268607997,1101831231,364722487,377621734,735252163,6
840007,4,18,86,81,74,693536,180,355,1056259,800,234804726,441972064,2297855776,602940202,673579297,1350632390,6
840008,6,35,119,141,90,457324,148,175,801484,728,180326379,316953592,1565182429,422927173,527270627,1064925700,14
840009,2,24,50,67,36,555463,94,123,844037,401,91957511,176520617,798984385,238603769,254198160,520329427,5
840010,8,22,95,95,75,535916,157,194,862169,655,163750516,299819676,1470433231,408287475,466742327,937198052,9
840011,3,8,41,35,28,636800,71,107,906171,295,81790716,149364494,723735260,204151800,233757942,437737533,2
846002,13,54,208,202,114,454602,225,262,797044,1082,245287811,446623423,1875049893,603389746,623574247,1292487641,4
846003,24,89,451,280,197,455342,355,518,857936,1941,494401693,863616588,4330169903,1134721441,1421028785,3114660282,27
846004,14,94,400,260,171,451865,382,436,814160,1778,419568512,753255377,3398953425,1002769214,1100288113,2339915180,21
846008,7,31,126,118,89,618881,189,357,940089,919,262211624,478508088,2136945620,644909930,784669145,1393289226,2
846009,6,35,124,145,114,563974,262,289,853640,989,236711074,444206477,2022294341,613389813,675813753,1275980127,14
846011,41,160,812,579,369,408289,566,756,795350,3310,769427371,1344097685,6596574763,1792799792,2320681130,4784059936,27
846014,9,36,98,87,44,422324,124,102,751267,506,108080833,199913593,894160988,268996882,338864111,640956953,6
846018,16,95,288,190,142,419499,248,262,766249,1253,270657354,487952334,2682411935,649241404,859917196,1822194741,12
846020,8,56,153,172,141,642048,324,585,971082,1463,396053897,748603593,3597454214,1023441011,1151794694,2275113364,24
846022,9,35,116,163,107,539079,228,291,874896,962,263423079,465456527,1871811775,627782040,618473417,1259856808,13
846027,139,308,1416,887,589,389946,917,1244,784581,5645,1328549569,2269163660,10046115505,2972513526,3907411838,7804409667,145
849001,21,87,530,398,261,529929,480,1008,957759,2821,730150320,1365621873,6254845283,1806373766,1854524669,3926223992,36
849002,8,29,98,128,88,580700,206,255,882329,817,197939400,376046665,1793538040,519637931,532059287,1076490984,5
849003,5,19,58,80,75,665555,163,280,945645,686,174315344,339943593,1434851395,478602941,389841521,798640718,6
849004,8,23,105,84,60,465976,111,155,855351,556,128455895,238338595,1148029620,319608597,362762380,753865952,10
849005,4,21,76,81,46,547968,111,176,908915,533,134441074,250085389,1459401296,316788878,452924621,920857558,18
849006,7,18,59,52,50,434229,58,82,817543,333,84391963,144695405,712239908,191377977,269305454,505877134,7
849007,2,15,49,46,33,425817,60,50,741244,263,51342350,96785400,494026146,131318946,182012480,344204220,8
849008,23,88,424,251,162,367277,251,288,732239,1515,314415643,553146278,2153916503,741341346,790188668,1617052109,28
849009,9,34,104,89,82,470626,144,145,795969,624,133562025,249448456,1016904318,338990726,285986785,651292980,17
849010,3,13,49,45,39,475208,64,70,829926,288,58268553,113324409,497892377,153254373,163501475,332387746,5
849011,5,22,78,78,57,502432,120,137,837797,510,116151883,216582172,997972258,281142620,298037463,647965305,13
849012,13,41,134,89,97,459428,159,165,799242,710,151046260,282522048,1227775284,373829424,376297097,821369315,12
849013,44,142,551,335,195,379951,362,468,778241,2154,474603953,832384712,3835669947,1098629513,1371189255,2831863425,57
849014,6,41,126,90,63,435524,136,131,767520,600,126928118,233870560,1068247565,317359752,413842588,765061353,7
849015,7,15,48,60,51,553580,109,127,874709,420,100744325,188799915,916657337,261900430,320119155,595004730,3
849016,5,30,63,79,60,501251,120,136,834229,511,114115399,216274684,1005862198,290313952,344474687,621862711,18
849018,38,142,626,415,311,901236,621,647,1569202,2839,623374766,1143930621,4840142180,1541817635,1698270153,3368152188,39
849020,11,41,155,153,139,458163,203,185,758035,897,232887690,389857532,2771018097,524347884,817821255,1803392812,10
849021,9,46,129,100,62,422507,144,127,760096,629,140821098,248716918,1319174021,332836520,428430043,915219627,12
851003,228.09,319.10,947.19,664.61,468.54,198310.57,623.04,752.25,392841.35,4252.82,904671585.82,1531134625.32,6073382978.58,1991266200.96,2697363654.19,4899385950.47,250.00
851004,177.91,248.90,738.81,518.39,365.46,154681.43,485.96,586.75,306414.65,3317.18,705640151.18,1194278769.68,4737213979.42,1553179524.04,2103932660.81,3821501080.53,195.00
851005,132,301,1466,1102,629,370865,920,1016,707159,5711,1146827358,2010875991,7855283203,2728779492,3269528154,5975793102,145
851007,5,40,226,187,170,522176,270,419,902944,1325,332924843,616403997,2824943088,835591925,873284402,1742323481,8
851009,8.85,44.26,206.27,181.04,154.93,245978.76,258.06,464.78,408932.20,1330.59,345504629.05,642219566.87,2989526275.31,866364948.36,951017282.76,1874511449.59,12.39
851010,11.15,55.74,259.73,227.96,195.07,309722.24,324.94,585.22,514903.80,1675.41,435039462.95,808645766.13,3764238727.69,1090876677.64,1197466005.24,2360276493.41,15.61
851011,38,101,586,530,382,506076,637,1045,913357,3338,876727522,1581377642,7687279740,2111851430,2425398495,5047219179,19
851012,182.94,240.28,505.96,382.81,255.30,84013.19,296.53,271.41,152345.76,2347.12,486030394.77,775188621.04,1970984955.38,991025805.50,1198936772.93,1710153353.88,211.89
851014,152,248,955,513,370,300320,351,245,502010,2955,486938671,832619860,2620991678,1138021821,1236490942,2081262737,121
851015,438,604,1278,897,638,288430,655,324,486701,5251,768364529,1362824917,3124575878,1835763197,1633152454,2567080519,417
851016,487.06,639.72,1347.04,1019.19,679.70,223672.81,789.47,722.59,405598.24,6248.88,1293984682.23,2063826073.96,5247458530.62,2638460939.50,3191993414.07,4553032625.12,564.11
851017,113,213,872,632,442,436878,710,1109,880672,4205,1072403627,1856647125,8087817523,2421165815,3156650902,6119458204,114
851018,34,124,575,430,330,459253,527,779,864177,2841,684542546,1235806152,5678750827,1649079392,1949654606,4057267739,42
851019,36.02,87.21,512.49,445.51,413.28,394262.94,659.10,1671.45,748057.85,3889.52,1610159495.22,2655259354.08,14475611127.52,3360571089.18,4679727238.83,9767044718.47,64.46
851020,20.98,50.79,298.51,259.49,240.72,229642.06,383.90,973.55,435713.15,2265.48,937852142.78,1546580125.92,8431452259.48,1957395404.82,2725749984.17,5688904636.53,37.54
851022,11,61,221,223,188,730295,418,1085,1082490,2227,672256666,1274671778,6509731672,1735451689,1926859343,3774937399,20
851024,31,135,508,399,345,569527,628,1203,968816,3286,839322216,1597678420,7739283019,2148162882,2421558961,4880055217,37
851027,455.00,606.93,1324.91,861.61,586.09,221811.19,648.81,507.76,415873.72,5497.15,943126384.12,1580784575.62,3891323765.36,2065491618.94,2148644218.64,3295856005.15,506.05
851028,370.35,521.72,1119.39,742.79,499.87,147138.80,521.72,334.98,254384.41,4483.26,740217723.88,1243733538.55,2784611841.95,1643051258.96,1569337087.55,2325125979.73,372.43
851029,232.37,311.56,1099.96,699.61,512.45,284784.50,767.91,919.74,531276.51,4966.18,1045764014.74,1797548920.51,6333256728.44,2336400858.92,2826752803.38,4969458940.49,422.57
851030,276.03,302.70,678.91,408.64,289.00,207449.84,383.42,460.53,438714.81,3188.42,605778067.61,1006790375.94,3053643004.42,1274486493.72,1634220600.40,2671658225.26,389.18
851031,116,200,651,541,367,449273,616,1070,891141,3727,878518351,1603822784,6864253920,2092333788,2584972797,5156539226,166
851032,30,72,319,292,224,489864,381,547,856893,1885,421964212,801010523,3885580301,1094070816,1235385071,2643464343,20
851033,5,34,201,205,209,691464,412,863,1018496,1938,535336725,1032044206,5452646820,1436537767,1606133420,2998698312,9
851034,19.89,73.98,327.73,332.50,299.89,517658.87,561.59,1230.57,829904.93,2867.63,826185654.18,1555242089.10,8568256656.79,2108642136.27,2548057171.31,5243576804.45,21.48
851035,20,71,318,289,256,637539,466,1038,1044349,2490,743114877,1369573972,7938077382,1827884147,2420180285,5115573148,32
851036,145.36,195.11,689.11,438.85,321.69,180315.81,482.55,580.41,335789.63,3117.36,657421592.46,1130626137.29,3997071637.04,1469937309.19,1778426510.71,3129847082.93,264.28
851038,7,34,107,168,134,660108,341,507,941534,1303,326995621,637264407,3422577552,906999231,1014274503,1988122121,5
851040,204,309,1176,792,561,328336,657,506,572130,4573,774113808,1362340383,3625866614,1833233697,1854850804,3055923113,368
851043,17,93,350,316,274,576776,578,868,923854,2506,624975006,1186809420,5444130551,1629823380,1672022583,3363901730,10
851044,31,130,547,432,281,403430,434,482,754304,2364,521042856,913211774,4877205801,1227343667,1600444512,3450091786,27
851046,11,36,127,106,78,450191,150,145,779729,663,145524936,265695066,985761121,361099326,331378717,639180704,10
851047,25,151,525,423,297,520356,507,1060,960726,3018,840509723,1517087995,7414722912,1984883946,2481657927,4963761763,30
851052,13,40,127,140,91,532862,236,259,871669,918,228695880,417336730,1914810007,565322951,612218800,1260625878,12
851056,14,53,197,137,125,458531,179,248,813805,962,210942702,391570296,1738934122,530340383,517278801,1172054510,9
851058,12,44,244,217,141,444387,247,285,797767,1210,260114725,481396134,2405510559,654047790,755514572,1568657752,20
851061,13,80,296,257,205,613706,492,812,947345,2177,554763307,1064608613,4831761299,1456140945,1464013012,3013931206,22
860001,7,35,102,100,92,549166,169,248,916683,767,207511530,374098664,1606077857,497153893,454028055,1016456404,14
860003,59,153,867,513,303,364528,529,497,690595,2955,619276784,1068761745,3793763925,1440002530,1477713103,2795046603,34
860004,166,261,1387,646,439,307961,493,525,574290,4071,793427603,1300970219,4623305778,1742109789,2309342093,3851837294,154
860006,7,34,115,111,87,545908,175,254,909456,793,219159421,391178973,1923315234,513003165,608725733,1232537795,10
860007,7,58,183,136,83,406870,171,153,740507,805,157673711,294029218,1391148006,399081826,444454411,922514312,14
860008,11,42,187,136,86,411540,143,185,785757,800,187382737,325996758,1850119783,431670402,632919271,1240905231,10
