ValgstedId,Opførelsesår_Antal_personer_1940-1959,Opførelsesår_Antal_personer_1960-1969,Opførelsesår_Antal_personer_1970-1979,Opførelsesår_Antal_personer_1980-1989,Opførelsesår_Antal_personer_1990-1999,Opførelsesår_Antal_personer_2000-2009,Opførelsesår_Antal_personer_2010-9999,Opførelsesår_Antal_personer_Før 1940
860004,1820,658,236,283,206,162,440,3017
860006,161,262,296,240,44,169,126,453
860007,223,215,268,133,104,47,46,634
860008,143,118,205,147,55,106,45,730
860011,399,319,503,270,80,179,120,1481
860012,186,99,254,77,23,87,19,1071
860013,176,211,299,74,25,99,97,708
860014,110,129,227,129,59,145,83,712
860015,601,1403,1954,920,362,620,277,552
860016,1215,1184,2505,384,185,316,224,883
860018,508,942,2327,659,325,407,434,822
860019,552,396,726,291,125,255,88,1865
860020,148,91,200,52,38,61,32,508
860021,225,243,429,227,127,308,148,1115
860022,271,370,964,490,121,268,130,948
860023,176,85,160,116,21,139,32,447
860026,179,91,163,49,24,45,20,636
860027,100,72,158,67,6,27,24,570
860028,213,135,214,109,36,40,29,764
