Gruppe,ValgstedId,KredsNr,StorKredsNr,LandsdelsNr,KommuneKode,KommuneNavn,Regionskode,RegionNavn
,710010,69,8,3,710,Favrskov,1082,Region Midtjylland
,710011,69,8,3,710,Favrskov,1082,Region Midtjylland
,710012,69,8,3,710,Favrskov,1082,Region Midtjylland
,710013,69,8,3,710,Favrskov,1082,Region Midtjylland
,710014,69,8,3,710,Favrskov,1082,Region Midtjylland
,727001,70,8,3,727,Odder,1082,Region Midtjylland
,727002,70,8,3,727,Odder,1082,Region Midtjylland
,727003,70,8,3,727,Odder,1082,Region Midtjylland
,727004,70,8,3,727,Odder,1082,Region Midtjylland
,727005,70,8,3,727,Odder,1082,Region Midtjylland
,727006,70,8,3,727,Odder,1082,Region Midtjylland
,727007,70,8,3,727,Odder,1082,Region Midtjylland
,727008,70,8,3,727,Odder,1082,Region Midtjylland
,727009,70,8,3,727,Odder,1082,Region Midtjylland
,727010,70,8,3,727,Odder,1082,Region Midtjylland
,730001,68,8,3,730,Randers,1082,Region Midtjylland
,730002,68,8,3,730,Randers,1082,Region Midtjylland
,730004,68,8,3,730,Randers,1082,Region Midtjylland
,730005,67,8,3,730,Randers,1082,Region Midtjylland
,730006,67,8,3,730,Randers,1082,Region Midtjylland
,730007,67,8,3,730,Randers,1082,Region Midtjylland
,730008,67,8,3,730,Randers,1082,Region Midtjylland
,730009,67,8,3,730,Randers,1082,Region Midtjylland
,730010,67,8,3,730,Randers,1082,Region Midtjylland
,730011,67,8,3,730,Randers,1082,Region Midtjylland
,730012,67,8,3,730,Randers,1082,Region Midtjylland
,730013,67,8,3,730,Randers,1082,Region Midtjylland
,730014,67,8,3,730,Randers,1082,Region Midtjylland
,730015,67,8,3,730,Randers,1082,Region Midtjylland
,730016,68,8,3,730,Randers,1082,Region Midtjylland
,730017,68,8,3,730,Randers,1082,Region Midtjylland
,730021,68,8,3,730,Randers,1082,Region Midtjylland
,730024,68,8,3,730,Randers,1082,Region Midtjylland
,730025,68,8,3,730,Randers,1082,Region Midtjylland
,730026,67,8,3,730,Randers,1082,Region Midtjylland
,730027,67,8,3,730,Randers,1082,Region Midtjylland
,730028,68,8,3,730,Randers,1082,Region Midtjylland
,730029,67,8,3,730,Randers,1082,Region Midtjylland
,730030,67,8,3,730,Randers,1082,Region Midtjylland
,730031,68,8,3,730,Randers,1082,Region Midtjylland
,730032,68,8,3,730,Randers,1082,Region Midtjylland
,730033,68,8,3,730,Randers,1082,Region Midtjylland
,730034,68,8,3,730,Randers,1082,Region Midtjylland
,730036,68,8,3,730,Randers,1082,Region Midtjylland
,730037,68,8,3,730,Randers,1082,Region Midtjylland
,740001,77,9,3,740,Silkeborg,1082,Region Midtjylland
,740002,77,9,3,740,Silkeborg,1082,Region Midtjylland
,740003,77,9,3,740,Silkeborg,1082,Region Midtjylland
,740004,77,9,3,740,Silkeborg,1082,Region Midtjylland
,740005,77,9,3,740,Silkeborg,1082,Region Midtjylland
,740006,77,9,3,740,Silkeborg,1082,Region Midtjylland
,740007,77,9,3,740,Silkeborg,1082,Region Midtjylland
,740008,77,9,3,740,Silkeborg,1082,Region Midtjylland
,740009,77,9,3,740,Silkeborg,1082,Region Midtjylland
,740010,77,9,3,740,Silkeborg,1082,Region Midtjylland
,740011,77,9,3,740,Silkeborg,1082,Region Midtjylland
,740012,77,9,3,740,Silkeborg,1082,Region Midtjylland
,740013,77,9,3,740,Silkeborg,1082,Region Midtjylland
,740014,77,9,3,740,Silkeborg,1082,Region Midtjylland
,740015,77,9,3,740,Silkeborg,1082,Region Midtjylland
,740016,77,9,3,740,Silkeborg,1082,Region Midtjylland
,740017,77,9,3,740,Silkeborg,1082,Region Midtjylland
,740018,77,9,3,740,Silkeborg,1082,Region Midtjylland
,740021,78,9,3,740,Silkeborg,1082,Region Midtjylland
,740022,78,9,3,740,Silkeborg,1082,Region Midtjylland
,740023,78,9,3,740,Silkeborg,1082,Region Midtjylland
,740024,78,9,3,740,Silkeborg,1082,Region Midtjylland
,740025,78,9,3,740,Silkeborg,1082,Region Midtjylland
,740026,78,9,3,740,Silkeborg,1082,Region Midtjylland
,740027,78,9,3,740,Silkeborg,1082,Region Midtjylland
,740028,78,9,3,740,Silkeborg,1082,Region Midtjylland
,740029,78,9,3,740,Silkeborg,1082,Region Midtjylland
,740030,78,9,3,740,Silkeborg,1082,Region Midtjylland
,740031,78,9,3,740,Silkeborg,1082,Region Midtjylland
,740032,78,9,3,740,Silkeborg,1082,Region Midtjylland
,741001,70,8,3,741,Samsø,1082,Region Midtjylland
,741002,70,8,3,741,Samsø,1082,Region Midtjylland
,746001,70,8,3,746,Skanderborg,1082,Region Midtjylland
,746002,70,8,3,746,Skanderborg,1082,Region Midtjylland
,746003,70,8,3,746,Skanderborg,1082,Region Midtjylland
,746004,70,8,3,746,Skanderborg,1082,Region Midtjylland
,746005,70,8,3,746,Skanderborg,1082,Region Midtjylland
,746006,70,8,3,746,Skanderborg,1082,Region Midtjylland
,746007,70,8,3,746,Skanderborg,1082,Region Midtjylland
,746008,70,8,3,746,Skanderborg,1082,Region Midtjylland
,746009,70,8,3,746,Skanderborg,1082,Region Midtjylland
,746010,70,8,3,746,Skanderborg,1082,Region Midtjylland
,746011,70,8,3,746,Skanderborg,1082,Region Midtjylland
,746012,70,8,3,746,Skanderborg,1082,Region Midtjylland
,751001,62,8,3,751,Aarhus,1082,Region Midtjylland
,751002,62,8,3,751,Aarhus,1082,Region Midtjylland
,751003,62,8,3,751,Aarhus,1082,Region Midtjylland
,751004,62,8,3,751,Aarhus,1082,Region Midtjylland
,751006,62,8,3,751,Aarhus,1082,Region Midtjylland
,751007,62,8,3,751,Aarhus,1082,Region Midtjylland
,751008,63,8,3,751,Aarhus,1082,Region Midtjylland
,751009,62,8,3,751,Aarhus,1082,Region Midtjylland
,751010,65,8,3,751,Aarhus,1082,Region Midtjylland
,751011,62,8,3,751,Aarhus,1082,Region Midtjylland
,751012,62,8,3,751,Aarhus,1082,Region Midtjylland
,751013,62,8,3,751,Aarhus,1082,Region Midtjylland
,751014,62,8,3,751,Aarhus,1082,Region Midtjylland
,751016,63,8,3,751,Aarhus,1082,Region Midtjylland
,751018,63,8,3,751,Aarhus,1082,Region Midtjylland
,751019,63,8,3,751,Aarhus,1082,Region Midtjylland
,751020,65,8,3,751,Aarhus,1082,Region Midtjylland
,751021,65,8,3,751,Aarhus,1082,Region Midtjylland
,751022,64,8,3,751,Aarhus,1082,Region Midtjylland
,751023,64,8,3,751,Aarhus,1082,Region Midtjylland
,751024,64,8,3,751,Aarhus,1082,Region Midtjylland
,751025,63,8,3,751,Aarhus,1082,Region Midtjylland
,751026,63,8,3,751,Aarhus,1082,Region Midtjylland
,751027,63,8,3,751,Aarhus,1082,Region Midtjylland
,751028,63,8,3,751,Aarhus,1082,Region Midtjylland
,751030,63,8,3,751,Aarhus,1082,Region Midtjylland
,751031,63,8,3,751,Aarhus,1082,Region Midtjylland
,751033,63,8,3,751,Aarhus,1082,Region Midtjylland
,751041,65,8,3,751,Aarhus,1082,Region Midtjylland
,751042,64,8,3,751,Aarhus,1082,Region Midtjylland
,751043,64,8,3,751,Aarhus,1082,Region Midtjylland
,751044,64,8,3,751,Aarhus,1082,Region Midtjylland
,751045,64,8,3,751,Aarhus,1082,Region Midtjylland
,751047,65,8,3,751,Aarhus,1082,Region Midtjylland
,751048,65,8,3,751,Aarhus,1082,Region Midtjylland
,751049,65,8,3,751,Aarhus,1082,Region Midtjylland
,751050,65,8,3,751,Aarhus,1082,Region Midtjylland
,751051,65,8,3,751,Aarhus,1082,Region Midtjylland
,751053,64,8,3,751,Aarhus,1082,Region Midtjylland
,751055,64,8,3,751,Aarhus,1082,Region Midtjylland
,751056,64,8,3,751,Aarhus,1082,Region Midtjylland
,751061,65,8,3,751,Aarhus,1082,Region Midtjylland
,751062,63,8,3,751,Aarhus,1082,Region Midtjylland
,751063,63,8,3,751,Aarhus,1082,Region Midtjylland
,751064,63,8,3,751,Aarhus,1082,Region Midtjylland
,751065,65,8,3,751,Aarhus,1082,Region Midtjylland
,751066,62,8,3,751,Aarhus,1082,Region Midtjylland
,751067,64,8,3,751,Aarhus,1082,Region Midtjylland
,751068,64,8,3,751,Aarhus,1082,Region Midtjylland
,756001,79,9,3,756,Ikast-Brande,1082,Region Midtjylland
,756002,79,9,3,756,Ikast-Brande,1082,Region Midtjylland
,756003,79,9,3,756,Ikast-Brande,1082,Region Midtjylland
,756004,79,9,3,756,Ikast-Brande,1082,Region Midtjylland
,756005,79,9,3,756,Ikast-Brande,1082,Region Midtjylland
,756006,79,9,3,756,Ikast-Brande,1082,Region Midtjylland
,756007,79,9,3,756,Ikast-Brande,1082,Region Midtjylland
,756008,79,9,3,756,Ikast-Brande,1082,Region Midtjylland
,756009,79,9,3,756,Ikast-Brande,1082,Region Midtjylland
,756010,79,9,3,756,Ikast-Brande,1082,Region Midtjylland
,760001,83,9,3,760,Ringkøbing-Skjern,1082,Region Midtjylland
,760002,83,9,3,760,Ringkøbing-Skjern,1082,Region Midtjylland
,760004,83,9,3,760,Ringkøbing-Skjern,1082,Region Midtjylland
,760007,83,9,3,760,Ringkøbing-Skjern,1082,Region Midtjylland
,760010,83,9,3,760,Ringkøbing-Skjern,1082,Region Midtjylland
,760012,83,9,3,760,Ringkøbing-Skjern,1082,Region Midtjylland
,760014,83,9,3,760,Ringkøbing-Skjern,1082,Region Midtjylland
,760016,83,9,3,760,Ringkøbing-Skjern,1082,Region Midtjylland
,760021,83,9,3,760,Ringkøbing-Skjern,1082,Region Midtjylland
,760022,83,9,3,760,Ringkøbing-Skjern,1082,Region Midtjylland
,760024,83,9,3,760,Ringkøbing-Skjern,1082,Region Midtjylland
,760025,83,9,3,760,Ringkøbing-Skjern,1082,Region Midtjylland
,760027,83,9,3,760,Ringkøbing-Skjern,1082,Region Midtjylland
,760028,83,9,3,760,Ringkøbing-Skjern,1082,Region Midtjylland
,760030,83,9,3,760,Ringkøbing-Skjern,1082,Region Midtjylland
,760032,83,9,3,760,Ringkøbing-Skjern,1082,Region Midtjylland
,760033,83,9,3,760,Ringkøbing-Skjern,1082,Region Midtjylland
,760035,83,9,3,760,Ringkøbing-Skjern,1082,Region Midtjylland
,766001,72,8,3,766,Hedensted,1082,Region Midtjylland
,766002,72,8,3,766,Hedensted,1082,Region Midtjylland
,766003,72,8,3,766,Hedensted,1082,Region Midtjylland
,766004,72,8,3,766,Hedensted,1082,Region Midtjylland
,766005,72,8,3,766,Hedensted,1082,Region Midtjylland
,766006,72,8,3,766,Hedensted,1082,Region Midtjylland
,766007,72,8,3,766,Hedensted,1082,Region Midtjylland
,766010,72,8,3,766,Hedensted,1082,Region Midtjylland
,766011,72,8,3,766,Hedensted,1082,Region Midtjylland
,766012,72,8,3,766,Hedensted,1082,Region Midtjylland
,766013,72,8,3,766,Hedensted,1082,Region Midtjylland
,766014,72,8,3,766,Hedensted,1082,Region Midtjylland
,766015,72,8,3,766,Hedensted,1082,Region Midtjylland
,766017,72,8,3,766,Hedensted,1082,Region Midtjylland
,766020,72,8,3,766,Hedensted,1082,Region Midtjylland
,766021,72,8,3,766,Hedensted,1082,Region Midtjylland
,766022,72,8,3,766,Hedensted,1082,Region Midtjylland
,766023,72,8,3,766,Hedensted,1082,Region Midtjylland
,766024,72,8,3,766,Hedensted,1082,Region Midtjylland
,773001,87,10,3,773,Morsø,1081,Region Nordjylland
,773002,87,10,3,773,Morsø,1081,Region Nordjylland
,773003,87,10,3,773,Morsø,1081,Region Nordjylland
,773004,87,10,3,773,Morsø,1081,Region Nordjylland
,773005,87,10,3,773,Morsø,1081,Region Nordjylland
,779020,74,9,3,779,Skive,1082,Region Midtjylland
,779021,74,9,3,779,Skive,1082,Region Midtjylland
,779022,74,9,3,779,Skive,1082,Region Midtjylland
,779023,74,9,3,779,Skive,1082,Region Midtjylland
,779024,74,9,3,779,Skive,1082,Region Midtjylland
,779025,74,9,3,779,Skive,1082,Region Midtjylland
,779026,74,9,3,779,Skive,1082,Region Midtjylland
,779027,74,9,3,779,Skive,1082,Region Midtjylland
,787001,87,10,3,787,Thisted,1081,Region Nordjylland
,787002,87,10,3,787,Thisted,1081,Region Nordjylland
,787003,87,10,3,787,Thisted,1081,Region Nordjylland
,787004,87,10,3,787,Thisted,1081,Region Nordjylland
,787005,87,10,3,787,Thisted,1081,Region Nordjylland
,787006,87,10,3,787,Thisted,1081,Region Nordjylland
,787007,87,10,3,787,Thisted,1081,Region Nordjylland
,787008,87,10,3,787,Thisted,1081,Region Nordjylland
,787009,87,10,3,787,Thisted,1081,Region Nordjylland
,787010,87,10,3,787,Thisted,1081,Region Nordjylland
,787011,87,10,3,787,Thisted,1081,Region Nordjylland
,787012,87,10,3,787,Thisted,1081,Region Nordjylland
,787013,87,10,3,787,Thisted,1081,Region Nordjylland
,787014,87,10,3,787,Thisted,1081,Region Nordjylland
,787015,87,10,3,787,Thisted,1081,Region Nordjylland
,791001,75,9,3,791,Viborg,1082,Region Midtjylland
,791002,75,9,3,791,Viborg,1082,Region Midtjylland
,791003,75,9,3,791,Viborg,1082,Region Midtjylland
,791004,75,9,3,791,Viborg,1082,Region Midtjylland
,791005,75,9,3,791,Viborg,1082,Region Midtjylland
,791006,75,9,3,791,Viborg,1082,Region Midtjylland
,791007,75,9,3,791,Viborg,1082,Region Midtjylland
,791008,75,9,3,791,Viborg,1082,Region Midtjylland
,791009,76,9,3,791,Viborg,1082,Region Midtjylland
,791011,76,9,3,791,Viborg,1082,Region Midtjylland
,791012,76,9,3,791,Viborg,1082,Region Midtjylland
,791013,76,9,3,791,Viborg,1082,Region Midtjylland
,791014,76,9,3,791,Viborg,1082,Region Midtjylland
,791015,76,9,3,791,Viborg,1082,Region Midtjylland
,791016,76,9,3,791,Viborg,1082,Region Midtjylland
,791017,76,9,3,791,Viborg,1082,Region Midtjylland
,810001,86,10,3,810,Brønderslev,1081,Region Nordjylland
,810002,86,10,3,810,Brønderslev,1081,Region Nordjylland
,810003,86,10,3,810,Brønderslev,1081,Region Nordjylland
,810004,86,10,3,810,Brønderslev,1081,Region Nordjylland
,810005,86,10,3,810,Brønderslev,1081,Region Nordjylland
,810006,86,10,3,810,Brønderslev,1081,Region Nordjylland
,810010,86,10,3,810,Brønderslev,1081,Region Nordjylland
,810034,86,10,3,810,Brønderslev,1081,Region Nordjylland
,810040,86,10,3,810,Brønderslev,1081,Region Nordjylland
,810050,86,10,3,810,Brønderslev,1081,Region Nordjylland
,810056,86,10,3,810,Brønderslev,1081,Region Nordjylland
,810070,86,10,3,810,Brønderslev,1081,Region Nordjylland
,810080,86,10,3,810,Brønderslev,1081,Region Nordjylland
,813001,84,10,3,813,Frederikshavn,1081,Region Nordjylland
,813002,84,10,3,813,Frederikshavn,1081,Region Nordjylland
,813003,84,10,3,813,Frederikshavn,1081,Region Nordjylland
,813004,84,10,3,813,Frederikshavn,1081,Region Nordjylland
,813005,84,10,3,813,Frederikshavn,1081,Region Nordjylland
,813006,84,10,3,813,Frederikshavn,1081,Region Nordjylland
,813007,84,10,3,813,Frederikshavn,1081,Region Nordjylland
,813008,84,10,3,813,Frederikshavn,1081,Region Nordjylland
,813009,84,10,3,813,Frederikshavn,1081,Region Nordjylland
,813010,84,10,3,813,Frederikshavn,1081,Region Nordjylland
,813011,84,10,3,813,Frederikshavn,1081,Region Nordjylland
,813012,84,10,3,813,Frederikshavn,1081,Region Nordjylland
,813013,84,10,3,813,Frederikshavn,1081,Region Nordjylland
,813014,84,10,3,813,Frederikshavn,1081,Region Nordjylland
,813015,84,10,3,813,Frederikshavn,1081,Region Nordjylland
,820001,88,10,3,820,Vesthimmerlands,1081,Region Nordjylland
,820002,88,10,3,820,Vesthimmerlands,1081,Region Nordjylland
,820003,88,10,3,820,Vesthimmerlands,1081,Region Nordjylland
,820004,88,10,3,820,Vesthimmerlands,1081,Region Nordjylland
,820005,88,10,3,820,Vesthimmerlands,1081,Region Nordjylland
,820006,88,10,3,820,Vesthimmerlands,1081,Region Nordjylland
,820007,88,10,3,820,Vesthimmerlands,1081,Region Nordjylland
,820008,88,10,3,820,Vesthimmerlands,1081,Region Nordjylland
,820009,88,10,3,820,Vesthimmerlands,1081,Region Nordjylland
,820010,88,10,3,820,Vesthimmerlands,1081,Region Nordjylland
,820011,88,10,3,820,Vesthimmerlands,1081,Region Nordjylland
,820012,88,10,3,820,Vesthimmerlands,1081,Region Nordjylland
,820013,88,10,3,820,Vesthimmerlands,1081,Region Nordjylland
,820014,88,10,3,820,Vesthimmerlands,1081,Region Nordjylland
,825015,84,10,3,825,Læsø,1081,Region Nordjylland
,840001,88,10,3,840,Rebild,1081,Region Nordjylland
,840002,88,10,3,840,Rebild,1081,Region Nordjylland
,840003,88,10,3,840,Rebild,1081,Region Nordjylland
,840004,88,10,3,840,Rebild,1081,Region Nordjylland
,840005,88,10,3,840,Rebild,1081,Region Nordjylland
,840006,88,10,3,840,Rebild,1081,Region Nordjylland
,840007,88,10,3,840,Rebild,1081,Region Nordjylland
,840008,88,10,3,840,Rebild,1081,Region Nordjylland
,840009,88,10,3,840,Rebild,1081,Region Nordjylland
,840010,88,10,3,840,Rebild,1081,Region Nordjylland
,840011,88,10,3,840,Rebild,1081,Region Nordjylland
,846002,89,10,3,846,Mariagerfjord,1081,Region Nordjylland
,846003,89,10,3,846,Mariagerfjord,1081,Region Nordjylland
,846004,89,10,3,846,Mariagerfjord,1081,Region Nordjylland
,846008,89,10,3,846,Mariagerfjord,1081,Region Nordjylland
,846009,89,10,3,846,Mariagerfjord,1081,Region Nordjylland
,846011,89,10,3,846,Mariagerfjord,1081,Region Nordjylland
,846014,89,10,3,846,Mariagerfjord,1081,Region Nordjylland
,846018,89,10,3,846,Mariagerfjord,1081,Region Nordjylland
,846020,89,10,3,846,Mariagerfjord,1081,Region Nordjylland
,846022,89,10,3,846,Mariagerfjord,1081,Region Nordjylland
,846027,89,10,3,846,Mariagerfjord,1081,Region Nordjylland
,849001,86,10,3,849,Jammerbugt,1081,Region Nordjylland
,849002,86,10,3,849,Jammerbugt,1081,Region Nordjylland
,849003,86,10,3,849,Jammerbugt,1081,Region Nordjylland
,849004,86,10,3,849,Jammerbugt,1081,Region Nordjylland
,849005,86,10,3,849,Jammerbugt,1081,Region Nordjylland
,849006,86,10,3,849,Jammerbugt,1081,Region Nordjylland
,849007,86,10,3,849,Jammerbugt,1081,Region Nordjylland
,849008,86,10,3,849,Jammerbugt,1081,Region Nordjylland
,849009,86,10,3,849,Jammerbugt,1081,Region Nordjylland
,849010,86,10,3,849,Jammerbugt,1081,Region Nordjylland
,849011,86,10,3,849,Jammerbugt,1081,Region Nordjylland
,849012,86,10,3,849,Jammerbugt,1081,Region Nordjylland
,849013,86,10,3,849,Jammerbugt,1081,Region Nordjylland
,849014,86,10,3,849,Jammerbugt,1081,Region Nordjylland
,849015,86,10,3,849,Jammerbugt,1081,Region Nordjylland
,849016,86,10,3,849,Jammerbugt,1081,Region Nordjylland
,849018,86,10,3,849,Jammerbugt,1081,Region Nordjylland
,849020,86,10,3,849,Jammerbugt,1081,Region Nordjylland
,849021,86,10,3,849,Jammerbugt,1081,Region Nordjylland
,851003,92,10,3,851,Aalborg,1081,Region Nordjylland
,851004,92,10,3,851,Aalborg,1081,Region Nordjylland
,851005,92,10,3,851,Aalborg,1081,Region Nordjylland
,851007,92,10,3,851,Aalborg,1081,Region Nordjylland
,851009,92,10,3,851,Aalborg,1081,Region Nordjylland
,851010,92,10,3,851,Aalborg,1081,Region Nordjylland
,851011,92,10,3,851,Aalborg,1081,Region Nordjylland
,851012,92,10,3,851,Aalborg,1081,Region Nordjylland
,851014,91,10,3,851,Aalborg,1081,Region Nordjylland
,851015,91,10,3,851,Aalborg,1081,Region Nordjylland
,851016,92,10,3,851,Aalborg,1081,Region Nordjylland
,851017,91,10,3,851,Aalborg,1081,Region Nordjylland
,851018,91,10,3,851,Aalborg,1081,Region Nordjylland
,851019,91,10,3,851,Aalborg,1081,Region Nordjylland
,851020,91,10,3,851,Aalborg,1081,Region Nordjylland
,851022,91,10,3,851,Aalborg,1081,Region Nordjylland
,851024,91,10,3,851,Aalborg,1081,Region Nordjylland
,851027,90,10,3,851,Aalborg,1081,Region Nordjylland
,851028,90,10,3,851,Aalborg,1081,Region Nordjylland
,851029,90,10,3,851,Aalborg,1081,Region Nordjylland
,851030,90,10,3,851,Aalborg,1081,Region Nordjylland
,851031,90,10,3,851,Aalborg,1081,Region Nordjylland
,851032,90,10,3,851,Aalborg,1081,Region Nordjylland
,851033,90,10,3,851,Aalborg,1081,Region Nordjylland
,851034,90,10,3,851,Aalborg,1081,Region Nordjylland
,851035,90,10,3,851,Aalborg,1081,Region Nordjylland
,851036,90,10,3,851,Aalborg,1081,Region Nordjylland
,851038,91,10,3,851,Aalborg,1081,Region Nordjylland
,851040,90,10,3,851,Aalborg,1081,Region Nordjylland
,851043,92,10,3,851,Aalborg,1081,Region Nordjylland
,851044,92,10,3,851,Aalborg,1081,Region Nordjylland
,851046,92,10,3,851,Aalborg,1081,Region Nordjylland
,851047,91,10,3,851,Aalborg,1081,Region Nordjylland
,851052,91,10,3,851,Aalborg,1081,Region Nordjylland
,851056,90,10,3,851,Aalborg,1081,Region Nordjylland
,851058,90,10,3,851,Aalborg,1081,Region Nordjylland
,851061,90,10,3,851,Aalborg,1081,Region Nordjylland
,860001,85,10,3,860,Hjørring,1081,Region Nordjylland
,860003,85,10,3,860,Hjørring,1081,Region Nordjylland
,860004,85,10,3,860,Hjørring,1081,Region Nordjylland
,860006,85,10,3,860,Hjørring,1081,Region Nordjylland
,860007,85,10,3,860,Hjørring,1081,Region Nordjylland
,860008,85,10,3,860,Hjørring,1081,Region Nordjylland
,860011,85,10,3,860,Hjørring,1081,Region Nordjylland
,860012,85,10,3,860,Hjørring,1081,Region Nordjylland
,860013,85,10,3,860,Hjørring,1081,Region Nordjylland
,860014,85,10,3,860,Hjørring,1081,Region Nordjylland
,860015,85,10,3,860,Hjørring,1081,Region Nordjylland
,860016,85,10,3,860,Hjørring,1081,Region Nordjylland
,860018,85,10,3,860,Hjørring,1081,Region Nordjylland
,860019,85,10,3,860,Hjørring,1081,Region Nordjylland
,860020,85,10,3,860,Hjørring,1081,Region Nordjylland
,860021,85,10,3,860,Hjørring,1081,Region Nordjylland
,860022,85,10,3,860,Hjørring,1081,Region Nordjylland
,860023,85,10,3,860,Hjørring,1081,Region Nordjylland
,860026,85,10,3,860,Hjørring,1081,Region Nordjylland
,860027,85,10,3,860,Hjørring,1081,Region Nordjylland
,860028,85,10,3,860,Hjørring,1081,Region Nordjylland
